source,question,answer,,,,,
https://www.guru99.com/python-interview-questions-answers.html,91) Give an example of Python type(),"str_list = ""Welcome to Guru99""
 age = 50
 pi = 3.14
 c_num = 3j+10
 my_list = [""A"", ""B"", ""C"", ""D""]
 my_tuple = (""A"", ""B"", ""C"", ""D"")
 my_dict = {""A"":""a"", ""B"":""b"", ""C"":""c"", ""D"":""d""}
 my_set = {'A', 'B', 'C', 'D'}
 
 print(""The type is : "",type(str_list))
 print(""The type is : "",type(age))
 print(""The type is : "",type(pi))
 print(""The type is : "",type(c_num))
 print(""The type is : "",type(my_list))
 print(""The type is : "",type(my_tuple))
 print(""The type is : "",type(my_dict))
 print(""The type is : "",type(my_set))",,,,,
https://www.guru99.com/python-interview-questions-answers.html,92) How can you print without a newline in Python?,"From Python 3+, there is an additional parameter introduced for print() called end=. This parameter takes care of removing the newline that is added by default in print().
 
 In the Python 3 print without newline example below, we want the strings to print on the same line in Python. To get that working, just add end=”” inside print() as shown in the example below:
 
 print(""Hello World "", end="""")
 print(""Welcome to Guru99 Tutorials"")",,,,,
https://www.guru99.com/python-interview-questions-answers.html,93) How to print the star(*) pattern without newline and space?,"Code to print the star(*) pattern without newline and space:
 
 for i in range(0, 20):
  print('*', end="""")",,,,,
https://hackr.io/blog/python-interview-questions,Question: Explain Python?,"Answer: Python is a highly comprehensive, interactive, and object-oriented scriptwriting language. It is specifically developed with the purpose of making the content highly readable among the net surfers. Python makes use of various English keywords other than just punctuations. It also has lesser syntactical constructions like in other languages.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What are the distinct features of Python?,Answer: The distinct features of Python include the following.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is Pythonpath?,Answer: A Pythonpath tells the Python interpreter to locate the module files that can be imported into the program. It includes the Python source library directory and source code directory.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Can we preset Pythonpath?,"Answer: Yes, we can preset Pythonpath as a Python installer.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Why do we use Pythonstartup environment variable?,Answer: We use the Pythonstartup environment variable because it consists of the path in which the initialization file carrying Python source code can be executed to start the interpreter.�,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the Pythoncaseok environment variable?,Answer: Pythoncaseok environment variable is applied in Windows with the purpose to direct Python to find the first case insensitive match in an import statement.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What are the supported standard data types in Python?,Answer: The supported standard data types in Python include the following.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Define tuples in Python?,Answer: Tuples is a sequence data type in Python. The number of values in tuples are separated by commas.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the major difference between tuples and lists in Python?,"Answer: There are several major differences between tuples and lists in Python, which include the following:
 Tuples
 Lists
 Tuples are similar to a list, but they are enclosed within parenthesis, unlike the list.
 The list is used to create a sequence.
 The element and size can be changed.
 The element and size cannot be changed.
 They cannot be updated.
 They can be updated.
 They act as read-only lists.
 They act as a changeable list.
 Tuples are surrounded by ( )
 Lists are surrounded by [ ]
 Example of Tuple Code is, tup = (1, ""a"", ""string"", 1+2)
 Example of Lists Code is, L = [1, ""a"" , ""string"" , 1+2]",,,,,
https://hackr.io/blog/python-interview-questions,Question: What are the positive and negative indices?,"Answer: �In the positive indices are applied the search beings from left to the right. In the case of the negative indices, the search begins from right to left. For example, in the array list of size n the positive index, the first index is 0, then comes 1 and until the last index is n-1. However, in the negative index, the first index is -n, then -(n-1) until the last index will be -1.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What can be the length of the identifier in Python?,Answer: The length of the identifier in Python can be of any length. The longest identifier will violate from PEP � 8 and PEP � 20.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Define Pass statement in Python?,"Answer: A Pass statement in Python is used when we cannot decide what to do in our code, but we must type something for making syntactically correct.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What are the limitations of Python?,"Answer: There are certain limitations of Python, which include the following:",,,,,
https://hackr.io/blog/python-interview-questions,Question: Do runtime errors exist in Python? Give an example?,"Answer: Yes, runtime errors exist in Python. For example, if you are duck typing and things look like a duck, then it is considered as a duck even if that is just a flag or stamp or any other thing. The code, in this case, would be A Run-time error. For example, Print �Hackr io�, then the runtime error would be the missing parenthesis that is required by print ( ).",,,,,
https://hackr.io/blog/python-interview-questions,Question: Can we reverse a list in Python?,"Answer: Yes, we can reserve a list in Python using the reverse() method. The code can be depicted as follows.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Why do we need a break in Python?,Answer: Break helps in controlling the Python loop by breaking the current loop from execution and transfer the control to the next block.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Why do we need a continue in Python?,Answer: A continue also helps in controlling the Python loop but by making jumps to the next iteration of the loop without exhausting it.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Can we use a break and continue together in Python? How?,"Answer: �Break and continue can be used together in Python. The break will stop the current loop from execution, while jump will take to another loop.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Does Python support an intrinsic do-while loop?,Answer: No Python does not support an intrinsic do-while loop.,,,,,
https://hackr.io/blog/python-interview-questions,Question: How many ways can be applied for applying reverse string?,Answer: There are five ways in which the reverse string can be applied which include the following.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What are the different stages of the Life Cycle of a Thread?,Answer: The different stages of the Life Cycle of a Thread can be stated as follows.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the purpose of relational operators in Python?,Answer: The purpose of relational operators in Python is to compare values.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What are assignment operators in Python?,Answer: The assignment operators in Python can help in combining all the arithmetic operators with the assignment symbol.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Why do we need membership operators in Python?,Answer:� We need membership operators in Python with the purpose to confirm if the value is a member in another or not.,,,,,
https://hackr.io/blog/python-interview-questions,Question: How are identity operators different than the membership operators?,"Answer: Unlike membership operators, the identity operators compare the values to find out if they have the same value or not.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Describe how multithreading is achieved in Python.,"Answer: Even though Python comes with a multi-threading package, if the motive behind multithreading is to speed the code then using the package is not the go-to option.
 The package has something called the GIL or Global Interpreter Lock, which is a construct. It ensures that one and only one of the threads execute at any given time. A thread acquires the GIL and then do some work before passing it to the next thread.
 This happens so fast that to a user it seems that threads are executing in parallel. Obviously, this is not the case as they are just taking turns while using the same CPU core. Moreover, GIL passing adds to the overall overhead to the execution.
 Hence, if you intend to use the threading package for speeding up the execution, using the package is not recommended.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Draw a comparison between the range and xrange in Python.,"Answer: In terms of functionality, both range and xrange are identical. Both allow for generating a list of integers. The main difference between the two is that while range returns a Python list object, xrange returns an xrange object.
 Xrange is not able to generate a static list at runtime the way range does. On the contrary, it creates values along with the requirements via a special technique called yielding. It is used with a type of object known as generators.
 If you have a very enormous range for which you need to generate a list, then xrange is the function to opt for. This is especially relevant for scenarios dealing with a memory-sensitive system, such as a smartphone.
 The range is a memory beast. Using it requires much more memory, especially if the requirement is gigantic. Hence, in creating an array of integers to suit the needs, it can result in a Memory Error and ultimately lead to crashing the program.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Explain Inheritance and its various types in Python?,"Answer: Inheritance enables a class to acquire all the members of another class. These members can be attributes, methods, or both. By providing reusability, inheritance makes it easier to create as well as maintain an application.
 The class which acquires is known as the child class or the derived class. The one that it acquires from is known as the superclass or base class or the parent class. There are 4 forms of inheritance supported by Python:",,,,,
https://hackr.io/blog/python-interview-questions,Question: Explain how is it possible to Get the Google cache age of any URL or webpage using Python.,"Answer: In order to Get the Google cache age of any URL or webpage using Python, the following URL format is used:
 http://webcache.googleusercontent.com/search?q=cache:URLGOESHERE
 Simply replace URLGOESHERE with the web address of the website or webpage whose cache you need to retrieve and see in Python.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Give a detailed explanation about setting up the database in Django.,"Answer: The process of setting up a database is initiated by using the command edit mysite/setting.py. This is a normal Python module with a module-level representation of Django settings. Django relies on SQLite by default, which is easy to be used as it doesn�t require any other installation.
 SQLite stores data as a single file in the filesystem. Now, you need to tell Django how to use the database. For this, the project�s setting.py file needs to be used. Following code must be added to the file for making the database workable with the Django project:
 If you need to use a database server other than the SQLite, such as MS SQL, MySQL, and PostgreSQL, then you need to use the database�s administration tools to create a brand new database for your Django project.
 You have to modify the following keys in the DATABASE �default� item to make the new database work with the Django project:
 NOTE: - Settings like Host, Password, and User needs to be added when not choosing SQLite as the database.
 Check out the advantages and disadvantages of Django.
 �",,,,,
https://hackr.io/blog/python-interview-questions,Question: How will you differentiate between deep copy and shallow copy?,"Answer: We use a shallow copy when a new instance type gets created. It keeps the values that are copied in the new instance. Just like it copies the values, the shallow copy also copies the reference pointers.
 Reference points copied in the shallow copy reference to the original objects. Any changes made in any member of the class affect the original copy of the same. Shallow copy enables faster execution of the program.
 Deep copy is used for storing values that are already copied. Unlike shallow copy, it doesn�t copy the reference pointers to the objects. Deep copy makes the reference to an object in addition to storing the new object that is pointed by some other object.
 Changes made to the original copy will not affect any other copy that makes use of the referenced or stored object. Contrary to the shallow copy, deep copy makes execution of a program slower. This is due to the fact that it makes some copies for each object that is called.",,,,,
https://hackr.io/blog/python-interview-questions,Question: How will you distinguish between NumPy and SciPy?,"Answer: Typically, NumPy contains nothing but the array data type and the most basic operations, such as basic element-wise functions, indexing, reshaping, and sorting. All the numerical code resides in SciPy.
 As one of NumPy�s most important goals is compatibility, the library tries to retain all features supported by either of its predecessors. Hence, NumPy contains a few linear algebra functions despite the fact that these more appropriately belong to the SciPy library.
 SciPy contains fully-featured versions of the linear algebra modules available to NumPy in addition to several other numerical algorithms.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Observe the following code:,"Write down the output of the code.
 Answer:
 A0 = {'a': 1, 'c': 3, 'b': 2, 'e': 5, 'd': 4} # the order may varyA1 = range(0, 10) A2 = []A3 = [1, 2, 3, 4, 5]A4 = [1, 2, 3, 4, 5]A5 = A6 = [[0, 0], [1, 1], [2, 4], [3, 9], [4, 16], [5, 25], [6, 36], [7, 49], [8, 64], [9, 81]]",,,,,
https://hackr.io/blog/python-interview-questions,Question: Python has something called the dictionary. Explain using an example.,"Answer: A dictionary in Python programming language is an unordered collection of data values such as a map. Dictionary holds key:value pair. It helps in defining a one-to-one relationship between keys and values. Indexed by keys, a typical dictionary contains a pair of keys and corresponding values.
 Let us take an example with three keys, namely Website, Language, and Offering. Their corresponding values are hackr.io, Python, and Tutorials. The code for the example will be:",,,,,
https://hackr.io/blog/python-interview-questions,Question: Python supports negative indexes. What are they and why are they used?,"Answer: The sequences in Python are indexed. It consists of positive and negative numbers. Positive numbers use 0 as the first index, 1 as the second index, and so on. Hence, any index for a positive number n is n-1.
 Unlike positive numbers, index numbering for the negative numbers start from -1 and it represents the last index in the sequence. Likewise, -2 represents the penultimate index. These are known as negative indexes. Negative indexes are used for:",,,,,
https://hackr.io/blog/python-interview-questions,"Question: Suppose you need to collect and print data from IMDb top 250 Movies page. Write a program in Python for doing so. (NOTE: - You can limit the displayed information for 3 fields; namely movie name, release year, and rating.) What will be the output?",Answer:,,,,,
https://hackr.io/blog/python-interview-questions,Question: Take a look at the following code:,Answer: The output of the program will be �invalid code.� This is because a new exception class must inherit from a BaseException.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What do you understand by monkey patching in Python?,"Answer: The dynamic modifications made to a class or module at runtime are termed as monkey patching in Python. Consider the following code snippet:
 We can monkey-patch the program something like this:
 The output for the program will be monkey_f().
 The examples demonstrate changes made in the behavior of f() in MyClass using the function we defined i.e. monkey_f() outside of the module m.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What do you understand by the process of compilation and linking in Python?,"Answer: In order to compile new extensions without any error, compiling and linking is used in Python. Linking initiates only and only when the compilation is complete.
 In the case of dynamic loading, the process of compilation and linking depends on the style that is provided with the concerned system. In order to provide dynamic loading of the configuration setup files and rebuilding the interpreter, the Python interpreter is used.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is Flask and what are the benefits of using it?,"Answer: Flask is a web microframework for Python with Jinja2 and Werkzeug as its dependencies. As such, it has some notable advantages:",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the map() function used for in Python?,"Answer: The map() function applies a given function to each item of an iterable. It then returns a list of the results. The value returned from the map() function can then be passed on to functions to the likes of the list() and set().
 Typically, the given function is the first argument and the iterable is available as the second argument to a map() function. Several tables are given if the function takes in more than one arguments.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is Pickling and Unpickling in Python?,"Answer: The Pickle module in Python allows accepting any object and then converting it into a string representation. It then dumps the same into a file by means of the dump function. This process is known as pickling.
 The reverse process of pickling is known as unpickling i.e. retrieving original Python objects from a stored string representation.",,,,,
https://hackr.io/blog/python-interview-questions,"Question: Whenever Python exits, all the memory isn�t deallocated. Why is it so?","Answer: Upon exiting, Python�s built-in effective cleanup mechanism comes into play and try to deallocate or destroy every other object.
 However, Python modules that are having circular references to other objects or the objects that are referenced from the global namespaces aren�t always deallocated or destroyed.
 This is because it is not possible to deallocate those portions of the memory that are reserved by the C library.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Write a program in Python for getting indices of N maximum values in a NumPy array.,"Answer:
 import numpy as np
 arr = np.array([1, 3, 2, 4, 5])
 print(arr.argsort()[-3:][::-1])
 Output:
 [4 3 1]",,,,,
https://hackr.io/blog/python-interview-questions,Question: Write code to show randomizing the items of a list in place in Python along with the output.,"Answer:
 from random import shuffle
 x = ['hackr.io', 'Is', 'The', 'Best', 'For', 'Learning', 'Python']
 shuffle(x) 
 print(x)
 Output:
 ['For', 'Python', 'Learning', 'Is', 'Best', 'The', 'hackr.io']",,,,,
https://hackr.io/blog/python-interview-questions,Question: Explain memory managed in Python?,"Answer: Python private heap space takes place of memory management in Python. It contains all Python objects and data structures. The interpreter is responsible to take care of this private heap and the programmer does not have access to it. The Python memory manager is responsible for the allocation of Python heap space for Python objects. The programmer may access some tools for the code with the help of the core API. Python also provides an inbuilt garbage collector, which recycles all the unused memory and frees the memory and makes it available to heap space.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the lambda function?,Answer: An anonymous function is known as a lambda function. This function can have only one statement but can have any number of parameters.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What are Python decorators?,Answer: A specific change made in Python syntax to alter the functions easily are termed as Python decorators.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Differentiate between list and tuple.,"Answer: Tuple is not mutable it can be hashed eg. key for dictionaries. On the other hand, lists are mutable.",,,,,
https://hackr.io/blog/python-interview-questions,Question: How are arguments passed in Python? By value or by reference?,"Answer: All of the Python is an object and all variables hold references to the object. The reference values are according to the functions; as a result, the value of the reference cannot be changed.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What are the built-in types provided by the Python?,"Answer:
 Mutable built-in types:
 Immutable built-in types:",,,,,
https://hackr.io/blog/python-interview-questions,Question: How a file is deleted in Python?,Answer: The file can be deleted by either of these commands:,,,,,
https://hackr.io/blog/python-interview-questions,Question: What are Python modules?,"Answer: A file containing Python code like functions and variables is a Python module. A Python module is an executable file with a .py extension.
 Python has built-in modules some of which are:",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the // operator? What is its use?,"Answer: The // is a Floor Divisionoperator used for dividing two operands with the result as quotient displaying digits before the decimal point. For instance, 10//5 = 2 and 10.0//5.0 = 2.0.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is the split function used for?,Answer: The split function breaks the string into shorter strings using the defined separator. It returns the list of all the words present in the string.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Explain the Dogpile effect.,"Answer: The event when the cache expires and websites are hit by multiple requests made by the client at the same time. Using a semaphore lock prevents the Dogpile effect. In this system when value expires, the first process acquires the lock and starts generating new value.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is a pass in Python?,"Answer: No-operation Python statement refers to pass. It is a place holder in the compound statement, where there should have a blank left or nothing written there.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Is Python a case sensitive language?,Answer: Yes Python is a case sensitive language.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Define slicing in Python.,"Answer: Slicing refers to the mechanism to select the range of items from sequence types like lists, tuples, strings.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What are docstring?,"Answer: Docstring is a Python documentation string, it is a way of documenting Python functions, classes and modules.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What is [::-1} used for?,"Answer: [::-1} reverses the order of an array or a sequence. However, the original array or the list remains unchanged.",,,,,
https://hackr.io/blog/python-interview-questions,Question: Define Python Iterators.,"Answer: Group of elements, containers or objects that can be traversed.",,,,,
https://hackr.io/blog/python-interview-questions,Question: How are comments written in Python?,"Answer: Comments in Python start with a # character, they can also be written within docstring(String within triple quotes)",,,,,
https://hackr.io/blog/python-interview-questions,Question: How to capitalize the first letter of string?,"Answer: Capitalize() method capitalizes the first letter of the string, and if the letter is already capital it returns the original string",,,,,
https://hackr.io/blog/python-interview-questions,"Question: What is, not and in operators?",Answer: Operators are functions that take two or more values and returns the corresponding result.,,,,,
https://hackr.io/blog/python-interview-questions,Question: How are files deleted in Python?,Answer: To delete a file in Python:,,,,,
https://hackr.io/blog/python-interview-questions,Question: How are modules imported in Python?,Answer: Modules are imported using the import keyword by either of the following three ways:,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is monkey patching?,Answer: Dynamic modifications of a class or module at run-time refers to a monkey patch.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Does Python supports multiple inheritances?,"Answer: Yes, in Python a class can be derived from more than one parent class.",,,,,
https://hackr.io/blog/python-interview-questions,Question: What does the method object() do?,Answer: The method returns a featureless object that is base for all classes. This method does not take any parameters.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is pep 8?,Answer: Python Enhancement Proposal or pep 8 is a set of rules that specify how to format Python code for maximum readability.,,,,,
https://hackr.io/blog/python-interview-questions,Question: What is namespace in Python?,Answer: A naming system used to make sure that names are unique to avoid naming conflicts refers to as Namespace.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Is indentation necessary in Python?,Answer: Indentation is required in Python if not done properly the code is not executed properly and might throw errors. Indentation is usually done using four space characters.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Define a function in Python,Answer: A block of code that is executed when it is called is defined as a function. Keyword def is used to define a Python function.,,,,,
https://hackr.io/blog/python-interview-questions,Question: Define self in Python,"Answer: An instance of a class or an object is self in Python. It is included as the first parameter. It helps to differentiate between the methods and attributes of a class with local variables.
 So, that sums up the list of best Python interview questions. Learning never gets easier, you need to get better. So, here are some top choices for Python books to double-check your Python preparation.
 As a high-in-demand language used by Data Science candidates, learning Python is always a plus. So here is a suitable course to enhance your skills in Python: Python for Data Structures, Algorithms, and Interviews.
 You can also have this comprehensive Python book for your interview reference. It helps you prepare the better way for upcoming interviews: Elements of Programming Interviews in Python: The Insiders' Guide.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,1) How can you build a simple logistic regression model in Python? (get solved code examples for hands-on experience),,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,2) How can you train and interpret a linear regression model in SciKit learn?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,3) Name a few libraries in Python used for Data Analysis and Scientific computations.,"NumPy, SciPy, Pandas, SciKit, Matplotlib, Seaborn",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,4) Which library would you prefer for plotting in Python language: Seaborn or Matplotlib?,Matplotlib is the python library used for plotting but it needs lot of fine-tuning to ensure that the plots look shiny. Seaborn helps data scientists create statistically and aesthetically appealing meaningful plots. The answer to this question varies based on the requirements for plotting data.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,5) What is the main difference between a Pandas series and a single-column DataFrame in Python?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,6) Write code to sort a DataFrame in Python in descending order.,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,7) How can you handle duplicate values in a dataset for a variable in Python?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,8) Which Random Forest parameters can be tuned to enhance the predictive power of the model?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,9) Which method in pandas.tools.plotting is used to create scatter plot matrix?,Scatter_matrix,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,10) How can you check if a data set or time series is Random?,To check whether a dataset is random or not use the lag plot. If the lag plot for the given dataset does not show any structure then it is random.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,"11) Can we create a DataFrame with multiple data types in Python? If yes, how can you do it?",,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,"12) Is it possible to plot histogram in Pandas without calling Matplotlib? If yes, then write the code to plot the histogram?",,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,13) What are the possible ways to load an array from a text data file in Python? How can the efficiency of the code to load data file be improved?,numpy.loadtxt (),,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,14) Which is the standard data missing marker used in Pandas?,NaN,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,15) Why you should use NumPy arrays instead of nested Python lists?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,16) What is the preferred method to check for an empty array in NumPy?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,17) List down some evaluation metrics for regression problems.,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,18) Which Python library would you prefer to use for Data Munging?,Pandas,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,19) Write the code to sort an array in NumPy by the nth column?,Using argsort () function this can be achieved. If there is an array X and you would like to sort the nth column then code for this will be x[x [: n-1].argsort ()],,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,20) How are NumPy and SciPy related?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,21) Which python library is built on top of matplotlib and Pandas to ease data plotting?,Seaborn,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,22) Which plot will you use to access the uncertainty of a statistic?,Bootstrap,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,23) What are some features of Pandas that you like or dislike?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,24) Which scientific libraries in SciPy have you worked with in your project?,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,25) What is pylab?,"A package that combines NumPy, SciPy and Matplotlib into a single namespace.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,26) Which python library is used for Machine Learning?,SciKit-Learn,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,27) How can you copy objects in Python?,"The functions used to copy objects in Python are-
 1. Copy.copy () for shallow copy
 2. Copy.deepcopy () for deep copy
 However, it is not possible to copy all objects in Python using these functions. For instance, dictionaries have a separate copy method whereas sequences in Python have to be copied by ‘Slicing’.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,28) What is the difference between tuples and lists in Python?,"Tuples can be used as keys for dictionaries i.e. they can be hashed. Lists are mutable whereas tuples are immutable - they cannot be changed. Tuples should be used when the order of elements in a sequence matters. For example, set of actions that need to be executed in sequence, geographic locations or list of points on a specific route.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,29) What is PEP8?,"PEP8 consists of coding guidelines for Python language so that programmers can write readable code making it easy to use for any other person, later on.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,30) Is all the memory freed when Python exits?,"No it is not, because the objects that are referenced from global namespaces of Python modules are not always de-allocated when Python exits.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,31) What does _init_.py do?,"_init_.py is an empty py file used for importing a module in a directory. _init_.py provides an easy way to organize the files. If there is a module maindir/subdir/module.py,_init_.py is placed in all the directories so that the module can be imported using the following command-
 import maindir.subdir.module",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,32) What is the different between range () and xrange () functions in Python?,range () returns a list whereas xrange () returns an object that acts like an iterator for generating numbers on demand.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,33) How can you randomize the items of a list in place in Python?,Shuffle (lst) can be used for randomizing the items of a list in Python.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,34) What is a pass in Python?,Pass in Python signifies a no operation statement indicating that nothing is to be done.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,"35) If you are gives the first and last names of employees, which data type in Python will you use to store them?",You can use a list that has first name and last name included in an element or use Dictionary.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,36) What happens when you execute the statement mango=banana in Python?,A name error will occur when this statement is executed in Python.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,37) Write a sorting algorithm for a numerical dataset in Python.,,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,38) Optimize the below python code-,"word = 'word'
 print word.__len__ ()
 Answer: print ‘word’._len_ ()",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,39) What is monkey patching in Python?,Monkey patching is a technique that helps the programmer to modify or extend other code at runtime. Monkey patching comes handy in testing but it is not a good practice to use it in production environment as debugging the code could become difficult.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,40) Which tool in Python will you use to find bugs if any?,Pylint and Pychecker. Pylint verifies that a module satisfies all the coding standards or not. Pychecker is a static analysis tool that helps find out bugs in the course code.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,41) How are arguments passed in Python- by reference or by value?,"The answer to this question is neither of these because passing semantics in Python are completely different. In all cases, Python passes arguments by value where all values are references to objects.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,42) You are given a list of N numbers. Create a single list comprehension in Python to create a new list that contains only those values which have even numbers from elements of the list at even indices. For instance if list[4] has an even value the it has be included in the new output list because it has an even index but if list[5] has an even value it should not be included in the list because it is not at an even index.,"[x for x in list [1::2] if x%2 == 0]
 The above code will take all the numbers present at even indices and then discard the odd numbers.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,43) Explain the usage of decorators.,"Decorators in Python are used to modify or inject code in functions or classes. Using decorators, you can wrap a class or function method call so that a piece of code can be executed before or after the execution of the original code. Decorators can be used to check for permissions, modify or track the arguments passed to a method, logging the calls to a specific method, etc.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,44) How can you check whether a pandas data frame is empty or not?,The attribute df.empty is used to check whether a data frame is empty or not.,,,,,
